timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal
2024-07-01 22:00:00+00:00,157.2967,157.47,157.0,157.0,61990.0,857.0,157.237821,,,,,,,,61990.0,0,0,,0,
2024-07-02 08:00:00+00:00,156.4,156.8,156.0,156.5,16333.0,490.0,156.394895,,,,,,,,16333.0,0,0,,0,
2024-07-02 10:00:00+00:00,156.45,156.55,156.02,156.2,43856.0,1029.0,156.239874,,,,,,,,43856.0,0,0,,0,
2024-07-02 12:00:00+00:00,156.5,161.1426,155.6183,158.38,9093081.0,86202.0,159.474234,,,,,,,,9093081.0,0,0,,0,
2024-07-02 14:00:00+00:00,158.49,159.87,156.7,159.04,15596991.0,144410.0,158.293222,,,,,,,,15596991.0,0,0,,0,
2024-07-02 16:00:00+00:00,159.02,162.1,158.7201,161.93,10681603.0,99642.0,160.405133,,,,,,,,10681603.0,0,0,,0,
2024-07-02 18:00:00+00:00,161.91,164.58,161.76,164.29,16618526.0,158205.0,163.518312,,,,,,,,16618526.0,0,0,,0,
2024-07-02 20:00:00+00:00,164.21,164.321,160.1759,164.13,4786177.0,3480.0,164.293418,,,,,,,,4786177.0,0,0,,0,
2024-07-02 22:00:00+00:00,164.1,164.49,164.04,164.48,98475.0,1365.0,164.283962,,,,,,,,98475.0,0,0,,0,
2024-07-03 08:00:00+00:00,164.02,164.98,164.02,164.52,32143.0,952.0,164.658055,,,,,,,,32143.0,0,0,,0,
2024-07-03 10:00:00+00:00,164.55,164.6,162.88,163.75,124575.0,2985.0,163.62797,,,,,,,,124575.0,0,0,,0,
2024-07-03 12:00:00+00:00,163.4,165.26,162.81,163.585,6625022.0,63048.0,163.931464,,,,,,,,6625022.0,0,0,,0,
2024-07-03 14:00:00+00:00,163.61,164.5,162.51,163.67,12147591.0,128811.0,163.524531,,,,,,,,12147591.0,0,0,,0,
2024-07-03 16:00:00+00:00,163.67,165.16,163.3631,163.58,7947803.0,68337.0,164.103863,,,,,,,,7947803.0,0,0,,0,
2024-07-03 18:00:00+00:00,163.58,164.0,163.51,163.54,55324.0,1058.0,163.6151,,,,,,80.87818696883848,,55324.0,0,0,,0,
2024-07-03 20:00:00+00:00,163.53,163.69,163.41,163.6,13135.0,453.0,163.566176,,,,,,80.99415204678358,,13135.0,0,0,,0,
2024-07-05 08:00:00+00:00,165.0,165.0,164.49,164.64,17111.0,554.0,164.684362,,,,,,82.92690835981576,,17111.0,0,0,,0,
2024-07-05 10:00:00+00:00,164.41,164.75,164.18,164.7,23858.0,818.0,164.497843,,,,,,83.03410206786087,,23858.0,0,0,,0,
2024-07-05 12:00:00+00:00,164.16,168.67,164.02,168.0,8541289.0,89868.0,167.233391,,,,,,87.63311644539704,,8541289.0,0,0,,0,
2024-07-05 14:00:00+00:00,168.01,172.19,167.81,171.74,22550664.0,237550.0,170.348626,170.33422848200007,162.86374999999998,155.3932715179999,,,90.70752544954684,,22550664.0,0,0,14.94095696400018,0,
2024-07-05 16:00:00+00:00,171.765,174.0396,171.21,172.91,16309423.0,149610.0,172.612865,171.8192428155615,163.65925,155.49925718443848,,,91.42565266672436,,16309423.0,0,0,16.319985631123018,1,
2024-07-05 18:00:00+00:00,172.91,172.95,171.54,171.81,10573732.0,109967.0,172.019783,172.62703594661622,164.42474999999996,156.2224640533837,,,84.79109806215894,,10573732.0,0,0,16.404571893232514,1,
2024-07-05 20:00:00+00:00,171.9,171.9,170.2816,171.76,3726083.0,2496.0,171.894222,173.08235879422512,165.20274999999998,157.32314120577485,,,84.49096352826292,,3726083.0,0,0,15.75921758845027,-1,
2024-07-05 22:00:00+00:00,171.77,171.87,171.7,171.8,75816.0,1091.0,171.775846,173.5991644710847,165.87374999999997,158.14833552891525,,,84.5381158189093,,75816.0,0,0,15.450828942169437,-1,
2024-07-08 08:00:00+00:00,172.93,173.75,172.3,173.2,115501.0,3208.0,173.191357,174.26756373375852,166.58174999999997,158.89593626624142,,,86.12781706031227,,115501.0,0,0,15.3716274675171,-1,
2024-07-08 10:00:00+00:00,173.2,174.5,173.2,174.3,246903.0,4940.0,173.904003,175.27044731791,167.20024999999998,159.13005268208997,,,87.23806260772777,,246903.0,0,0,16.14039463582003,1,
2024-07-08 12:00:00+00:00,173.43,177.62,171.9,175.51,14247544.0,144784.0,175.697861,176.47822646836596,167.76124999999996,159.04427353163396,,,88.34323410493488,,14247544.0,0,0,17.433952936732,1,
2024-07-08 14:00:00+00:00,175.5,176.31,173.22,174.34,15876299.0,162935.0,174.546335,177.26964046110422,168.27174999999997,159.27385953889572,,,81.03564169014349,85.29746977695831,15876299.0,0,0,17.995780922208496,1,
2024-07-08 16:00:00+00:00,174.35,177.79,173.92,177.5,11089505.0,107854.0,175.907736,178.5883319664431,168.92274999999998,159.25716803355687,,,84.71349995374484,85.21960713386318,11089505.0,0,0,19.331163932886227,1,
2024-07-08 18:00:00+00:00,177.51,178.95,176.85,178.66,14212105.0,144794.0,177.83748,179.95012037853093,169.62974999999997,159.30937962146902,,,85.80202594758732,85.29726297569306,14212105.0,1,0,20.640740757061906,1,
2024-07-08 20:00:00+00:00,178.69,178.85,173.6,178.62,4214407.0,5269.0,178.673969,181.02921090223953,170.37324999999996,159.71728909776039,,,85.57573454018805,85.33439251762573,4214407.0,0,0,21.31192180447914,1,
