34920.79,31511.85,1,-238.97183082055147,-0.09761921193649978
32238.7,60796.81,1,2168.5196140042867,0.8858331756553458
61179.21,56179.73,1,-200.04715719604732,-0.08171860996570561
56227.42,50982.83,1,-228.33621603125292,-0.0932745980519824
52196.41,56332.84,-1,-193.99764543193643,-0.0792474041797126
55219.24,50305.26,1,-217.84839921737407,-0.08899035915742405
47934.75,52446.77,-1,-230.42625569133025,-0.09412837242292901
52875.63,57236.98,-1,-201.9188196906593,-0.08248317797821049
57060.46,49553.43,1,-322.065567645266,-0.13156273188123613
50476.3,55009.88,-1,-219.8695989999264,-0.08981601266336864
55066.96,47321.28,1,-344.3339643227082,-0.1406592991514331
46573.51,50527.82,-1,-207.8467111454557,-0.08490470226530054
50997.45,56953.13,-1,-285.8869343467174,-0.11678387840960677
56083.5705,51355.9675,1,-206.35583720547905,-0.08429568513295713
54361.995,59452.335,-1,-229.22544178152384,-0.09363784386500157
59434.649,64082.085,-1,-191.41903787469164,-0.07819405141940018
63873.9225,58623.9965,1,-201.20603753433178,-0.08219200879670416
59949.335,65243.61,-1,-216.1889735724342,-0.08831248920442573
64751.685,59666.6,1,-192.24655049517241,-0.07853208762057697
60276.995,65842.435,-1,-226.02648191071881,-0.09233107921189493
