timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal,PnL,ROI
2024-06-07 21:00:00+00:00,167.46,167.87,167.4,167.55,402261.0,400.0,167.836345,,,,,,,,402261.0,0,0,,0,,,
2024-06-07 22:00:00+00:00,167.54,167.84,167.41,167.52,35474.0,268.0,167.628253,,,,,,,,35474.0,0,0,,0,,,
2024-06-07 23:00:00+00:00,167.5,167.7,167.36,167.5,22571.0,380.0,167.542962,,,,,,,,22571.0,0,0,,0,,,
2024-06-10 08:00:00+00:00,163.99,165.4,163.68,163.82,106053.0,2458.0,164.035562,,,,,,,,106053.0,0,0,,0,,,
2024-06-10 09:00:00+00:00,163.81,163.94,163.35,163.82,45699.0,1122.0,163.694837,,,,,,,,45699.0,0,0,,0,,,
2024-06-10 10:00:00+00:00,163.93,164.0,163.45,163.8,65432.0,1068.0,163.703658,,,,,,,,65432.0,0,0,,0,,,
2024-06-10 11:00:00+00:00,163.96,164.4,163.65,163.65,232968.0,4085.0,164.010709,,,,,,,,232968.0,0,0,,0,,,
2024-06-10 12:00:00+00:00,164.02,165.72,162.89,163.25,1040166.0,9569.0,165.84561,,,,,,,,1040166.0,0,0,,0,,,
2024-06-10 13:00:00+00:00,163.268,163.84,160.14,161.985,11965239.0,123662.0,161.473107,,,,,,,,11965239.0,0,0,,0,,,
2024-06-10 14:00:00+00:00,161.98,165.245,161.66,165.21,11568471.0,108843.0,163.340271,,,,,,,,11568471.0,0,0,,0,,,
2024-06-10 15:00:00+00:00,165.22,165.55,162.03,162.28,8773873.0,90127.0,163.354427,,,,,,,,8773873.0,0,0,,0,,,
2024-06-10 16:00:00+00:00,162.29,162.67,161.51,161.625,6358905.0,65962.0,162.100615,,,,,,,,6358905.0,0,0,,0,,,
2024-06-10 17:00:00+00:00,161.62,162.24,160.5601,161.3899,7109001.0,72132.0,161.352109,,,,,,,,7109001.0,0,0,,0,,,
2024-06-10 18:00:00+00:00,161.375,161.43,159.97,160.755,7198452.0,76751.0,160.647168,,,,,,,,7198452.0,0,0,,0,,,
2024-06-10 19:00:00+00:00,160.78,161.5,159.61,160.36,9424999.0,100348.0,160.363394,,,,,,23.64369501466274,,9424999.0,0,0,,0,,,
2024-06-10 20:00:00+00:00,160.34,160.4784,160.13,160.47,2694236.0,2990.0,160.337587,,,,,,24.30112937493001,,2694236.0,0,0,,0,,,
2024-06-10 21:00:00+00:00,160.46,160.58,160.3,160.33,832078.0,1873.0,160.354458,,,,,,24.0176909148098,,832078.0,0,0,,0,,,
2024-06-10 22:00:00+00:00,160.32,160.57,160.24,160.49,73364.0,1064.0,160.37595,,,,,,25.092995219691044,,73364.0,0,0,,0,,,
2024-06-10 23:00:00+00:00,160.5,160.5499,160.35,160.52,60160.0,978.0,160.451039,,,,,,25.30644121175274,,60160.0,0,0,,0,,,
2024-06-11 08:00:00+00:00,160.34,160.34,159.7,159.86,38340.0,1003.0,160.051067,167.7466582419629,162.809245,157.8718317580371,,,23.7060293744034,,38340.0,0,0,9.874826483925801,0,,,
2024-06-11 09:00:00+00:00,159.79,160.39,159.79,160.1,24409.0,431.0,160.194409,166.99701633204688,162.436745,157.87647366795312,,,25.549848248214396,,24409.0,0,0,9.120542664093762,-1,,,
2024-06-11 10:00:00+00:00,160.1,161.0,159.89,160.6,38834.0,916.0,160.401548,166.06868929094924,162.090745,158.11280070905076,,,29.379023160729517,,38834.0,0,0,7.955888581898478,-1,,,
2024-06-11 11:00:00+00:00,160.69,161.08,160.4,161.0,110736.0,2392.0,160.705946,164.89423949127263,161.76574499999998,158.63725050872733,,,32.375549087959875,,110736.0,0,0,6.256988982545295,-1,,,
2024-06-11 12:00:00+00:00,160.74,161.17,160.0,160.81,221367.0,4409.0,160.847003,164.62116811310688,161.615245,158.6093218868931,,,31.687761749893212,,221367.0,0,0,6.011846226213777,-1,,,
2024-06-11 13:00:00+00:00,160.7011,161.54,156.92,157.1399,7659642.0,87627.0,159.272742,164.69047599265832,161.28123999999997,157.87200400734162,,,21.976052101808882,,7659642.0,0,0,6.818471985316705,1,,,
2024-06-11 14:00:00+00:00,157.1217,159.31,156.99,158.225,7913225.0,88943.0,158.512662,164.4537758478603,161.00248999999997,157.55120415213963,,,28.913035345821264,,7913225.0,0,0,6.902571695720667,1,,,
