timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal,PnL,ROI
2023-07-10 04:00:00+00:00,113.0,113.61,109.88,113.58,49687272.0,359425.0,112.079557,,,,,,,,49687272.0,0,0,,0,,,
2023-07-11 04:00:00+00:00,111.66,113.27,109.5,111.32,59912888.0,487473.0,110.869773,,,,,,,,59912888.0,0,0,,0,,,
2023-07-12 04:00:00+00:00,112.89,115.3999,112.3101,114.58,58005105.0,472355.0,114.032377,,,,,,,,58005105.0,0,0,,0,,,
2023-07-13 04:00:00+00:00,115.76,116.16,113.575,115.92,49230197.0,379098.0,114.991484,,,,,,,,49230197.0,0,0,,0,,,
2023-07-14 04:00:00+00:00,116.17,122.12,115.25,115.94,91927198.0,644665.0,118.692966,,,,,,,,91927198.0,0,0,,0,,,
2023-07-17 04:00:00+00:00,115.95,118.8399,112.73,118.32,68605630.0,495414.0,116.103942,,,,,,,,68605630.0,0,0,,0,,,
2023-07-18 04:00:00+00:00,117.55,118.43,115.192,117.93,57990093.0,422731.0,116.853492,,,,,,,,57990093.0,0,0,,0,,,
2023-07-19 04:00:00+00:00,121.3,121.6699,115.55,116.43,70402475.0,521909.0,117.643184,,,,,,,,70402475.0,0,0,,0,,,
2023-07-20 04:00:00+00:00,114.96,115.05,109.24,110.25,76376555.0,606769.0,111.931299,,,,,,,,76376555.0,0,0,,0,,,
2023-07-21 04:00:00+00:00,110.97,112.3,109.54,110.95,77166729.0,461477.0,111.020531,,,,,,,,77166729.0,0,0,,0,,,
2023-07-24 04:00:00+00:00,110.617,111.31,108.55,110.61,45641827.0,357627.0,110.43844,,,,,,,,45641827.0,0,0,,0,,,
2023-07-25 04:00:00+00:00,111.14,114.05,111.0,113.0,44945422.0,323939.0,112.704117,,,,,,,,44945422.0,0,0,,0,,,
2023-07-26 04:00:00+00:00,111.91,112.36,109.3,110.09,51735858.0,411143.0,110.588176,,,,,,,,51735858.0,0,0,,0,,,
2023-07-27 04:00:00+00:00,111.79,115.08,110.51,111.1,70690307.0,503215.0,112.504013,,,,,,,,70690307.0,0,0,,0,,,
2023-07-28 04:00:00+00:00,113.38,114.86,112.44,112.96,55525967.0,396887.0,113.529068,,,,,,48.83195177091182,,55525967.0,0,0,,0,,,
2023-07-31 04:00:00+00:00,114.16,114.68,112.35,114.4,55995558.0,396146.0,113.683729,,,,,,51.65671723533601,,55995558.0,0,0,,0,,,
2023-08-01 04:00:00+00:00,114.26,118.19,113.16,117.6,97622659.0,743059.0,117.63567,,,,,,57.29829901721821,,97622659.0,0,0,,0,,,
2023-08-02 04:00:00+00:00,119.49,119.5,107.38,109.35,173433453.0,1328733.0,111.325864,,,,,,43.276456208404504,,173433453.0,0,0,,0,,,
2023-08-03 04:00:00+00:00,108.95,114.96,108.95,113.15,90859664.0,633742.0,113.035613,,,,,,49.4166904214225,,90859664.0,0,0,,0,,,
2023-08-04 04:00:00+00:00,114.48,118.85,113.96,115.82,83169688.0,582903.0,116.412419,119.1845488946109,113.66499999999999,108.14545110538909,,,53.24626262984835,,83169688.0,0,0,11.039097789221813,0,,,
2023-08-07 04:00:00+00:00,116.36,119.08,115.49,116.81,65863904.0,440721.0,117.100677,119.5131379346685,113.82649999999998,108.13986206533146,,,54.6181971477996,,65863904.0,0,0,11.37327586933705,1,,,
2023-08-08 04:00:00+00:00,114.94,115.46,111.41,113.23,54144681.0,395454.0,113.049644,119.50017389474456,113.92199999999998,108.3438261052554,,,49.01682135418034,,54144681.0,0,0,11.15634778948916,-1,,,
2023-08-09 04:00:00+00:00,112.89,113.15,108.78,110.47,56263857.0,422214.0,110.851182,119.48224114923856,113.71649999999997,107.95075885076137,,,45.17068428195037,,56263857.0,0,0,11.531482298477187,1,,,
2023-08-10 04:00:00+00:00,111.3,113.89,109.47,110.23,57301956.0,396664.0,111.30242,119.29545154324812,113.43199999999997,107.56854845675183,,,44.84119323591223,,57301956.0,0,0,11.726903086496293,1,,,
2023-08-11 04:00:00+00:00,108.85,109.07,106.48,107.57,55667747.0,431324.0,107.682629,119.28199990029596,113.01349999999998,106.745000099704,,,41.249793057906615,,55667747.0,0,0,12.536999800591957,1,,,
2023-08-14 04:00:00+00:00,106.75,111.99,105.42,111.98,57459199.0,413454.0,109.82689,118.48216945132658,112.69649999999997,106.91083054867336,,,48.599878992118725,,57459199.0,0,0,11.571338902653224,-1,,,
2023-08-15 04:00:00+00:00,111.99,113.18,110.17,111.35,53829151.0,362588.0,111.657659,117.65197868762964,112.36749999999998,107.08302131237032,,,47.68212711690929,,53829151.0,0,0,10.568957375259316,-1,,,
2023-08-16 04:00:00+00:00,110.0863,110.4388,106.98,107.19,54333269.0,420443.0,108.040329,117.30294930499653,111.90549999999999,106.50805069500345,,,42.037165632305225,48.353017007301695,54333269.0,0,0,10.794898609993083,1,,,
2023-08-17 04:00:00+00:00,107.62,107.85,104.1,104.44,59354905.0,421981.0,105.297782,117.89142414118146,111.61499999999998,105.3385758588185,,,38.769624916876,47.075231395244934,59354905.0,0,0,12.552848282362959,1,,,
2023-08-18 04:00:00+00:00,102.4,106.07,101.68,105.45,59916677.0,399916.0,104.389556,118.16671223943169,111.33999999999999,104.51328776056829,,,40.595945578955046,46.211326619739616,59916677.0,0,0,13.6534244788634,1,,,
2023-08-21 04:00:00+00:00,106.2,108.54,105.67,108.22,49326627.0,341026.0,107.185112,118.1765893467536,111.22049999999997,104.26441065324634,,,45.40547191974532,46.10387932640704,49326627.0,0,0,13.912178693507258,1,,,
2023-08-22 04:00:00+00:00,109.4,109.72,104.85,105.66,47339275.0,352102.0,106.393108,118.16095721848748,110.85349999999997,103.54604278151245,,,42.01950989800029,45.559296735952806,47339275.0,0,0,14.614914436975027,1,,,
2023-08-23 04:00:00+00:00,105.65,110.08,105.0,109.43,54727666.0,414945.0,108.751997,118.14738603705835,110.82049999999995,103.49361396294155,,,48.151433187807946,45.90491492953349,54727666.0,1,0,14.653772074116802,1,,,
2023-08-24 04:00:00+00:00,111.06,111.64,100.871,101.8,109195184.0,817975.0,103.429211,118.666734505176,110.35549999999996,102.04426549482393,-2.17791956521161,-1.3861025033733543,39.131400798785315,45.0017797121004,109195184.0,-1,0,16.622469010352063,1,-0.38540409539191645,,
2023-08-25 04:00:00+00:00,101.165,104.12,99.58,102.25,74793087.0,560800.0,101.740692,118.74819802647905,109.81999999999996,100.89180197352088,-2.4698096590078364,-1.6028439345002508,39.84709605126671,44.314488557322576,74793087.0,0,0,17.85639605295816,1,1.6656203248674526,,
2023-08-28 04:00:00+00:00,103.47,104.07,100.8944,102.61,55393720.0,356083.0,102.352681,118.42420540098101,109.23049999999996,100.03679459901892,-2.641634551195665,-1.8106020578393336,40.45033424058932,43.79926798175814,55393720.0,0,0,18.38741080196209,1,1.5521129699259983,,
