timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal,PnL,ROI
2021-01-01 00:00:00+00:00,91.68,91.68,91.54,91.66,5016.0,43.0,91.634689,,,,,,,,5016.0,0,0,,0,,,
2021-01-04 09:00:00+00:00,92.12,92.34,91.7,92.29,10884.0,141.0,92.033425,,,,,,,,10884.0,0,0,,0,,,
2021-01-04 10:00:00+00:00,92.03,92.19,92.01,92.19,4454.0,43.0,92.133581,,,,,,,,4454.0,0,0,,0,,,
2021-01-04 11:00:00+00:00,92.38,92.6,92.22,92.22,6204.0,51.0,92.387547,,,,,,,,6204.0,0,0,,0,,,
2021-01-04 12:00:00+00:00,92.2,92.26,92.0,92.12,20741.0,328.0,92.167785,,,,,,,,20741.0,0,0,,0,,,
2021-01-04 13:00:00+00:00,92.22,92.35,92.03,92.25,67843.0,925.0,92.219646,,,,,,,,67843.0,0,0,,0,,,
2021-01-04 14:00:00+00:00,92.25,95.22,91.3966,94.5633,10966468.0,81596.0,93.393191,,,,,,,,10966468.0,0,0,,0,,,
2021-01-04 15:00:00+00:00,94.57,96.06,93.98,93.9999,11383844.0,91198.0,95.205615,,,,,,,,11383844.0,0,0,,0,,,
2021-01-04 16:00:00+00:00,93.995,94.27,92.21,92.2367,7051623.0,53222.0,93.356661,,,,,,,,7051623.0,0,0,,0,,,
2021-01-04 17:00:00+00:00,92.225,92.43,90.915,91.81,8149830.0,54411.0,91.531149,,,,,,,,8149830.0,0,0,,0,,,
2021-01-04 18:00:00+00:00,91.815,92.1499,91.55,92.1133,3964197.0,28731.0,91.844612,,,,,,,,3964197.0,0,0,,0,,,
2021-01-04 19:00:00+00:00,92.115,92.22,91.4,91.83,3382966.0,27022.0,91.849612,,,,,,,,3382966.0,0,0,,0,,,
2021-01-04 20:00:00+00:00,91.83,92.32,91.58,92.3,5218802.0,41644.0,91.993553,,,,,,,,5218802.0,0,0,,0,,,
2021-01-04 21:00:00+00:00,92.3,92.3,92.11,92.24,2876797.0,533.0,92.296769,,,,,,,,2876797.0,0,0,,0,,,
2021-01-04 22:00:00+00:00,92.24,92.33,92.18,92.22,22222.0,257.0,92.250226,,,,,,53.892565200467125,,22222.0,0,0,,0,,,
2021-01-04 23:00:00+00:00,92.18,92.27,92.12,92.25,24165.0,149.0,92.201192,,,,,,54.098727158911394,,24165.0,0,0,,0,,,
