Date,Open,High,Low,Close,Adj Close,Volume,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal,PnL
2023-02-21,77.1500015258789,78.45999908447266,76.44999694824219,76.7699966430664,76.7699966430664,44045600,90.38846068339144,80.76949996948242,71.1505392555734,3.434219866133418,5.179349939938648,48.8800275794399,61.996200156848694,0,0,19.237921427818037,0,5.179349939938648,
2023-02-22,76.93000030517578,78.12999725341797,75.91999816894531,76.61000061035156,76.61000061035156,50286800,90.27671825687577,80.8650001525879,71.45328204830003,2.8505067426243613,4.7135813004757905,48.61147520323893,60.21157016303406,0,0,18.823436208575743,-1,3.7135813004757905,
2023-02-23,80.62999725341797,81.79000091552734,77.97000122070312,79.75,79.75,76391300,90.13486962166583,81.10699996948242,72.079130317299,2.6111815203299784,4.293101344446628,53.95783659682497,59.37773902087285,0,0,18.055739304366824,-1,3.2931013444466277,
2023-02-24,77.75,78.80999755859375,76.94000244140625,78.08999633789062,78.08999633789062,46700000,89.98068076631832,81.25349960327148,72.52631844022464,2.261497005368895,3.886780476631081,50.94052774251483,58.25277751709178,0,0,17.454362326093673,-1,2.886780476631081,
2023-02-27,79.63999938964844,80.12000274658203,78.52999877929688,78.7699966430664,78.7699966430664,45617300,89.81431678782695,81.42199935913087,73.02968193043478,2.0160006489847007,3.512624511101805,52.12163488480751,57.43529183278721,0,0,16.784634857392177,-1,2.512624511101805,
2023-02-28,77.87000274658203,80.13999938964844,77.41999816894531,78.58000183105469,78.58000183105469,44220100,89.18311205215709,81.72849960327149,74.27388715438589,1.785529551155875,3.167205519112619,51.74677666000635,56.67682314308309,0,0,14.909224897771196,-1,2.167205519112619,
2023-03-01,78.55000305175781,80.29000091552734,77.87999725341797,78.29000091552734,78.29000091552734,44266000,88.89848595914384,81.8854995727539,74.87251318636396,1.561479135935599,2.8460602424772152,51.142173371916776,55.938869840260914,0,0,14.02597277277988,-1,1.8460602424772152,
2023-03-02,77.56999969482422,80.91999816894531,76.6500015258789,80.44000244140625,80.44000244140625,60108600,88.59691698303736,81.6754997253418,74.75408246764623,1.5396565205375623,2.5847794980892846,55.31098320569377,55.85515162231863,0,0,13.842834515391132,-1,1.5847794980892846,
2023-03-03,80.4000015258789,81.62999725341797,79.33999633789062,81.5199966430664,81.5199966430664,54536200,87.55263057359733,81.33599967956543,75.11936878553354,1.5911664701953185,2.3860568925104912,57.282719697060536,56.04549403228422,1,0,12.433261788063788,-1,2.3860568925104912,123.12752915632329
2023-03-06,82.02999877929688,83.30000305175781,81.04000091552734,81.16000366210938,81.16000366210938,54541300,86.91097318141483,81.08950004577636,75.26802691013789,1.584672928338648,2.225780099676123,56.38961070235473,56.09137625496029,0,0,11.64294627127694,-1,1.2257800996761228,
2023-03-07,81.06999969482422,84.8499984741211,80.66999816894531,82.11000061035156,82.11000061035156,70959000,86.7321054122944,81.01100006103516,75.28989470977592,1.637309677133075,2.108086015167513,58.23996359292143,56.37785456668844,0,0,11.44221070251848,-1,1.1080860151675131,
2023-03-08,82.79000091552734,85.7699966430664,82.27999877929688,85.37000274658203,85.37000274658203,69529800,86.61678476670978,80.98400001525879,75.35121526380779,1.919947645863516,2.070458341306714,63.90037105938045,57.38085676571404,0,0,11.265569502901997,-1,1.070458341306714,103.22693198709057
2023-03-09,85.29000091552734,87.80999755859375,83.58999633789062,84.02999877929688,84.02999877929688,79496700,86.50371438500255,80.95099983215331,75.39828527930408,2.0126130012294254,2.058889273291256,60.28330246047009,57.767849525014846,0,0,11.105429105698477,-1,1.058889273291256,
2023-03-10,84.47000122070312,85.44999694824219,81.62999725341797,82.66999816894531,82.66999816894531,70273600,86.43762821305857,80.92399978637695,75.41037135969533,1.953788225248985,2.037869063682802,56.77095655619397,57.634930462505395,-1,0,11.027256853363241,-1,0.03786906368280185,
2023-03-13,81.38999938964844,83.83000183105469,78.5199966430664,82.01000213623047,82.01000213623047,65269100,86.47963543240625,80.9504997253418,75.42136401827734,1.832785788748609,1.9968524086959634,55.09336418894365,57.29605495936383,0,0,11.05827141412891,1,2.9968524086959634,
2023-03-14,83.66999816894531,88.30000305175781,83.58999633789062,87.44999694824219,87.44999694824219,66616300,87.32144638967553,81.166499710083,75.01155303049048,2.1510565623774767,2.027693239432266,64.42481618525613,58.24655645614947,1,1,12.309893359185054,1,4.027693239432266,
