Datetime,Open,High,Low,Close,Adj Close,Volume,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,RSI_signal,MACD_flip,BB_width,BB_diverging,Signal,PnL,ROI
2023-01-03 09:30:00-05:00,65.99800109863281,66.87999725341797,64.01000213623047,64.45500183105469,64.45500183105469,14000117,,,,,,,,0,0,,0,,,
2023-01-03 10:30:00-05:00,64.45500183105469,65.16000366210938,64.05999755859375,64.20800018310547,64.20800018310547,7041106,,,,,,,,0,0,,0,,,
2023-01-03 11:30:00-05:00,64.20999908447266,64.33000183105469,63.880001068115234,64.09500122070312,64.09500122070312,4929079,,,,,,,,0,0,,0,,,
2023-01-03 12:30:00-05:00,64.0999984741211,64.38500213623047,63.75,64.13500213623047,64.13500213623047,4397283,,,,,,,,0,0,,0,,,
2023-01-03 13:30:00-05:00,64.13999938964844,64.26000213623047,63.79999923706055,63.869998931884766,63.869998931884766,3343466,,,,,,,,0,0,,0,,,
2023-01-03 14:30:00-05:00,63.869998931884766,64.44000244140625,63.59000015258789,63.96500015258789,63.96500015258789,5533058,,,,,,,,0,0,,0,,,
2023-01-03 15:30:00-05:00,63.96500015258789,64.19000244140625,63.86009979248047,64.0199966430664,64.0199966430664,4033449,,,,,,,,0,0,,0,,,
2023-01-04 09:30:00-05:00,65.0,65.79000091552734,63.90999984741211,64.16500091552734,64.16500091552734,12405736,,,,,,,,0,0,,0,,,
2023-01-04 10:30:00-05:00,64.16000366210938,64.75,63.310001373291016,64.67400360107422,64.67400360107422,7201957,,,,,,,,0,0,,0,,,
2023-01-04 11:30:00-05:00,64.68000030517578,65.19999694824219,64.68000030517578,64.89009857177734,64.89009857177734,4603354,,,,,,,,0,0,,0,,,
2023-01-04 12:30:00-05:00,64.8949966430664,65.08000183105469,64.45999908447266,64.72000122070312,64.72000122070312,3034091,,,,,,,,0,0,,0,,,
2023-01-04 13:30:00-05:00,64.7249984741211,65.27999877929688,64.26000213623047,64.30999755859375,64.30999755859375,6916404,,,,,,,,0,0,,0,,,
2023-01-04 14:30:00-05:00,64.31500244140625,65.20999908447266,64.24299621582031,64.62999725341797,64.62999725341797,5880441,,,,,,,,0,0,,0,,,
2023-01-04 15:30:00-05:00,64.62000274658203,64.7300033569336,64.16000366210938,64.66999816894531,64.66999816894531,4295589,,,,,,,,0,0,,0,,,
2023-01-05 09:30:00-05:00,64.1500015258789,64.3499984741211,62.849998474121094,63.323001861572266,63.323001861572266,12181946,,,,,,35.750977874538194,,0,0,,0,,,
2023-01-05 10:30:00-05:00,63.31999969482422,63.38999938964844,62.83000183105469,63.099998474121094,63.099998474121094,5729583,,,,,,33.712722436209965,,0,0,,0,,,
2023-01-05 11:30:00-05:00,63.099998474121094,63.724998474121094,63.04999923706055,63.506500244140625,63.506500244140625,5005023,,,,,,40.38483133089431,,0,0,,0,,,
2023-01-05 12:30:00-05:00,63.5,63.71500015258789,63.06999969482422,63.45000076293945,63.45000076293945,4210474,,,,,,39.78542184357165,,0,0,,0,,,
2023-01-05 13:30:00-05:00,63.459999084472656,63.68000030517578,63.119998931884766,63.125,63.125,3195559,,,,,,36.435358702688504,,0,0,,0,,,
2023-01-05 14:30:00-05:00,63.119998931884766,63.427101135253906,62.439998626708984,62.512001037597656,62.512001037597656,5665960,65.24199761996678,63.99118003845215,62.740362456937525,,,31.11376582466151,,0,0,2.501635163029256,0,,,
2023-01-05 15:30:00-05:00,62.5099983215332,62.66999816894531,62.29999923706055,62.34000015258789,62.34000015258789,5165564,65.3074233347051,63.88542995452881,62.463436574352514,,,29.798630255696985,,0,0,2.8439867603525926,1,,,
2023-01-06 09:30:00-05:00,63.14500045776367,63.189998626708984,60.04999923706055,60.964500427246094,60.964500427246094,19865473,65.62125860656445,63.72325496673584,61.825251326907214,,,21.84608600944977,,0,0,3.796007279657239,1,,,
2023-01-06 10:30:00-05:00,60.96500015258789,62.03499984741211,60.93000030517578,61.62310028076172,61.62310028076172,10039962,65.69627761492508,63.59965991973877,61.503042224552466,,,31.30001316463147,,0,0,4.193235390372614,1,,,
2023-01-06 11:30:00-05:00,61.63999938964844,62.415000915527344,61.470001220703125,62.14500045776367,62.14500045776367,6090784,65.67319763237495,63.50015983581543,61.327122039255904,,,37.72840051407041,,0,0,4.346075593119046,1,,,
2023-01-06 12:30:00-05:00,62.150001525878906,63.084999084472656,62.0,63.060001373291016,63.060001373291016,6283546,65.63380898862322,63.45965995788574,61.28551092714826,,,47.07813526385414,,0,0,4.3482980614749565,1,,,
2023-01-06 13:30:00-05:00,63.06340026855469,63.86000061035156,62.970001220703125,63.755001068115234,63.755001068115234,8320693,65.6154597390413,63.44916000366211,61.282860268282924,,,52.86686608481534,,0,0,4.332599470758375,-1,,,
2023-01-06 14:30:00-05:00,63.755001068115234,64.29000091552734,63.599998474121094,64.05500030517578,64.05500030517578,7437548,65.61910756969858,63.45091018676758,61.282712803836574,,,55.14749756573018,,0,0,4.336394765862011,1,,,
2023-01-06 15:30:00-05:00,64.05500030517578,64.30000305175781,63.73830032348633,63.970001220703125,63.970001220703125,6927387,65.59815014847119,63.44116020202637,61.28417025558154,,,54.34513938381882,39.09241758961652,0,0,4.313979892889648,-1,,,
2023-01-09 09:30:00-05:00,66.22000122070312,68.7042007446289,65.66999816894531,68.62000274658203,68.62000274658203,21453872,66.72989962780916,63.63846015930176,60.547020690794355,,,75.41694781418718,43.93568828622594,0,0,6.182878937014806,1,,,
2023-01-09 10:30:00-05:00,68.625,69.16999816894531,68.38999938964844,68.8102035522461,68.8102035522461,10212236,67.63438540198844,63.834465408325194,60.03454541466195,,,75.90678691580874,48.19850143683698,0,0,7.59983998732649,1,,,
2023-01-09 11:30:00-05:00,68.81999969482422,68.93119812011719,68.27999877929688,68.76499938964844,68.76499938964844,6559175,68.39343084450341,64.03671531677246,59.67999978904151,,,75.52162818157854,51.84158500280252,0,0,8.713431055461903,1,,,
2023-01-09 12:30:00-05:00,68.7750015258789,69.31999969482422,68.54000091552734,69.05729675292969,69.05729675292969,5472274,69.15075051834923,64.27408027648926,59.39741003462929,,,76.35702425899142,55.110310236961034,0,0,9.753340483719938,1,,,
2023-01-09 13:30:00-05:00,69.06500244140625,69.07499694824219,67.97010040283203,68.75,68.75,8548980,69.7330419134767,64.48008041381836,59.227118914160016,,,73.51641195383142,57.56445713254375,0,0,10.505922999316681,1,,,
2023-01-09 14:30:00-05:00,68.75499725341797,68.79499816894531,67.62000274658203,67.8499984741211,67.8499984741211,6621946,70.09403563451845,64.63908042907715,59.18412522363587,1.075515873123976,0.19003154610663764,65.79612816530542,58.6620132702453,0,0,10.909910410882581,1,1.1900315461066375,,
2023-01-09 15:30:00-05:00,67.8550033569336,67.91500091552734,66.93000030517578,67.2699966430664,67.2699966430664,6571815,70.37165194159176,64.83643016815185,59.301208394711935,1.0517005759922142,0.362365352083753,61.326533105804124,59.01728258165315,0,0,11.07044354687983,1,1.3623653520837529,,
2023-01-10 09:30:00-05:00,66.66999816894531,68.14610290527344,66.55999755859375,67.19049835205078,67.19049835205078,12412416,70.60662193126225,65.04095516204833,59.47528839283442,1.014714931651369,0.4928352679972762,60.717702769936466,59.24400527342426,0,0,11.131333538427832,1,1.4928352679972763,,
2023-01-10 10:30:00-05:00,67.19999694824219,67.7300033569336,66.56999969482422,67.51000213623047,67.51000213623047,7154246,70.85937682698525,65.24113025665284,59.62288368632043,0.9996613534083139,0.5942004850794838,62.33606758740377,59.65628024862153,0,0,11.236493140664827,1,1.5942004850794838,,
